tenure,monthly_charges,total_charges,contract,internet_service,support_calls,payment_method,churn
3,20.47,52.78,Month-to-month,Fiber optic,2,Credit card,0
42,27.24,1142.73,Month-to-month,Fiber optic,2,Electronic check,1
19,49.04,903.04,Month-to-month,DSL,1,Credit card,0
28,108.22,2993.25,Month-to-month,Fiber optic,1,Bank transfer,1
45,34.7,1570.29,Month-to-month,DSL,1,Electronic check,0
71,91.09,6418.18,Month-to-month,DSL,1,Mailed check,1
63,117.34,7333.34,Two year,Fiber optic,2,Mailed check,1
19,99.06,1797.36,Month-to-month,Fiber optic,3,Mailed check,1
47,44.29,2105.86,One year,Fiber optic,3,Credit card,1
14,110.84,1568.77,Month-to-month,DSL,0,Electronic check,1
38,29.31,1097.57,One year,DSL,3,Mailed check,1
53,66.81,3590.86,Month-to-month,DSL,3,Electronic check,1
61,108.75,6584.07,One year,Fiber optic,8,Bank transfer,0
36,84.13,3047.6,Month-to-month,DSL,2,Mailed check,1
40,61.36,2457.29,Month-to-month,Fiber optic,2,Mailed check,1
30,49.28,1441.4,Month-to-month,Fiber optic,0,Mailed check,1
9,57.51,492.96,Month-to-month,Fiber optic,3,Bank transfer,0
64,70.89,4508.75,Month-to-month,No,0,Electronic check,0
33,51.9,1725.48,Two year,No,3,Mailed check,1
52,116.9,6108.3,Month-to-month,No,2,Mailed check,1
14,113.31,1564.99,One year,Fiber optic,4,Electronic check,1
53,107.07,5638.95,Month-to-month,DSL,2,Credit card,1
59,62.18,3675.66,Month-to-month,Fiber optic,1,Credit card,0
41,89.13,3571.75,Month-to-month,Fiber optic,4,Mailed check,1
68,110.28,7500.96,Month-to-month,DSL,3,Mailed check,1
68,105.04,7221.01,Month-to-month,Fiber optic,1,Credit card,0
8,61.43,456.26,One year,Fiber optic,0,Credit card,1
2,31.24,53.63,Month-to-month,DSL,2,Mailed check,1
41,27.56,1181.31,One year,Fiber optic,3,Electronic check,0
55,77.71,4311.59,One year,DSL,1,Credit card,0
16,84.26,1351.3,Month-to-month,DSL,3,Mailed check,1
62,104.98,6506.1,One year,No,3,Bank transfer,0
48,49.25,2302.29,Month-to-month,Fiber optic,3,Electronic check,0
30,36.75,1126.97,Month-to-month,Fiber optic,0,Mailed check,1
12,57.9,627.64,Month-to-month,DSL,2,Bank transfer,0
35,55.36,1834.25,Month-to-month,Fiber optic,3,Credit card,1
11,33.25,416.12,One year,DSL,1,Bank transfer,0
64,87.23,5601.96,Two year,Fiber optic,0,Bank transfer,0
50,70.87,3587.45,Month-to-month,No,0,Bank transfer,0
21,92.11,1897.53,Month-to-month,No,3,Credit card,1
69,55.27,3836.89,Month-to-month,DSL,1,Bank transfer,1
48,52.57,2501.42,One year,Fiber optic,1,Credit card,0
20,67.26,1328.79,Month-to-month,No,2,Mailed check,1
67,107.74,7267.32,Month-to-month,DSL,2,Bank transfer,0
44,24.03,1049.75,One year,DSL,0,Electronic check,1
33,100.48,3281.13,Month-to-month,No,6,Mailed check,1
61,56.9,3402.55,Two year,Fiber optic,1,Credit card,0
9,105.46,967.19,Month-to-month,Fiber optic,1,Mailed check,1
68,100.22,6867.95,Two year,DSL,1,Bank transfer,0
35,54.88,1881.51,Month-to-month,Fiber optic,1,Credit card,0
65,89.39,5844.65,Month-to-month,DSL,1,Bank transfer,1
8,35.96,240.57,One year,Fiber optic,1,Mailed check,0
45,109.63,4970.73,One year,Fiber optic,2,Electronic check,0
47,60.45,2842.75,One year,Fiber optic,2,Mailed check,1
40,65.56,2635.89,Month-to-month,Fiber optic,1,Mailed check,1
54,90.58,4856.23,Two year,Fiber optic,1,Bank transfer,0
46,102.08,4713.74,Month-to-month,Fiber optic,1,Electronic check,1
47,43.63,2020.93,Month-to-month,DSL,2,Bank transfer,1
15,86.14,1271.34,Month-to-month,DSL,2,Bank transfer,1
19,59.2,1048.91,One year,DSL,4,Bank transfer,0
26,56.87,1440.02,One year,Fiber optic,2,Credit card,1
52,89.0,4601.86,Month-to-month,No,4,Bank transfer,1
22,58.72,1307.44,Month-to-month,Fiber optic,3,Electronic check,1
21,54.61,1176.61,Month-to-month,DSL,3,Bank transfer,0
51,103.59,5252.63,Month-to-month,DSL,5,Bank transfer,1
38,30.13,1136.63,Month-to-month,DSL,1,Electronic check,0
20,87.59,1836.1,One year,DSL,1,Mailed check,1
29,44.87,1307.86,One year,Fiber optic,0,Bank transfer,1
51,21.55,1072.2,Two year,DSL,1,Mailed check,0
4,36.68,62.72,Month-to-month,DSL,3,Bank transfer,1
55,80.67,4393.94,Month-to-month,DSL,1,Bank transfer,1
71,90.91,6410.16,Month-to-month,Fiber optic,3,Credit card,1
28,22.11,717.86,One year,Fiber optic,3,Electronic check,0
4,23.64,52.15,Month-to-month,No,1,Electronic check,0
22,110.25,2428.14,Two year,DSL,1,Mailed check,1
45,27.33,1248.41,One year,No,2,Credit card,0
67,109.42,7386.35,Month-to-month,Fiber optic,1,Bank transfer,1
66,42.82,2826.3,Month-to-month,DSL,1,Credit card,1
34,94.0,3170.54,One year,DSL,4,Electronic check,1
55,50.97,2774.71,One year,DSL,2,Bank transfer,0
1,105.88,123.69,Month-to-month,Fiber optic,0,Bank transfer,1
38,90.05,3387.51,Month-to-month,DSL,2,Mailed check,1
6,60.18,305.88,Month-to-month,No,2,Credit card,1
25,27.63,665.23,One year,DSL,4,Bank transfer,0
17,93.27,1519.37,Month-to-month,Fiber optic,2,Electronic check,1
61,81.69,5075.53,Month-to-month,DSL,1,Mailed check,0
12,20.29,273.32,Month-to-month,Fiber optic,4,Electronic check,1
6,20.94,206.69,Two year,No,1,Mailed check,0
27,100.88,2748.01,Month-to-month,No,0,Credit card,0
8,45.94,443.75,One year,DSL,0,Mailed check,1
65,83.61,5453.24,Month-to-month,DSL,1,Credit card,1
57,65.42,3765.33,Month-to-month,No,3,Credit card,1
40,106.34,4147.03,Month-to-month,DSL,4,Bank transfer,1
14,111.7,1518.03,Month-to-month,Fiber optic,1,Credit card,1
35,119.68,4190.67,One year,No,2,Mailed check,1
48,35.37,1700.74,Month-to-month,Fiber optic,2,Mailed check,1
56,106.3,5948.78,Month-to-month,DSL,1,Bank transfer,0
49,46.6,2306.15,Month-to-month,No,5,Mailed check,0
13,79.08,1052.77,One year,No,1,Credit card,0
61,70.58,4348.47,Month-to-month,Fiber optic,2,Mailed check,1
49,21.8,1101.59,Month-to-month,Fiber optic,4,Electronic check,0
46,113.28,5270.95,Month-to-month,No,2,Electronic check,1
62,27.83,1786.24,Two year,No,1,Bank transfer,0
8,88.82,719.31,Month-to-month,No,2,Credit card,1
43,98.5,4339.61,One year,Fiber optic,3,Mailed check,0
20,99.53,2058.54,Month-to-month,Fiber optic,0,Bank transfer,1
39,33.55,1268.08,Month-to-month,Fiber optic,1,Bank transfer,1
49,64.76,3192.72,Month-to-month,DSL,3,Credit card,1
64,102.94,6496.21,Month-to-month,Fiber optic,5,Bank transfer,0
62,50.27,3032.9,One year,Fiber optic,1,Electronic check,0
54,66.77,3580.87,Month-to-month,No,1,Bank transfer,1
9,47.28,381.74,Month-to-month,No,1,Mailed check,1
37,66.36,2430.47,One year,DSL,3,Electronic check,1
49,108.78,5346.83,Month-to-month,Fiber optic,2,Electronic check,1
41,65.51,2747.27,Month-to-month,Fiber optic,1,Electronic check,0
17,75.59,1343.64,Two year,No,3,Mailed check,0
21,60.4,1289.01,Month-to-month,DSL,0,Credit card,0
51,66.01,3312.24,One year,Fiber optic,2,Bank transfer,1
59,21.52,1241.66,Month-to-month,Fiber optic,1,Bank transfer,1
39,48.37,1918.47,Month-to-month,No,1,Electronic check,1
55,63.66,3459.89,Month-to-month,Fiber optic,3,Electronic check,1
41,83.38,3355.22,Two year,Fiber optic,5,Bank transfer,1
39,65.01,2559.82,Month-to-month,No,3,Mailed check,0
13,53.78,696.74,Month-to-month,Fiber optic,0,Electronic check,1
64,58.81,3753.29,One year,DSL,1,Electronic check,0
11,44.23,542.01,Month-to-month,DSL,3,Mailed check,1
19,112.45,2190.98,One year,No,2,Credit card,0
11,72.17,882.97,Month-to-month,DSL,2,Electronic check,1
46,21.34,949.11,Month-to-month,Fiber optic,6,Credit card,1
45,21.94,1008.99,Month-to-month,Fiber optic,2,Mailed check,1
1,117.3,118.25,Month-to-month,No,1,Bank transfer,1
40,42.15,1702.72,One year,Fiber optic,2,Bank transfer,0
19,100.56,1853.94,One year,Fiber optic,1,Credit card,1
61,25.83,1505.36,One year,DSL,3,Electronic check,1
12,112.12,1343.38,Two year,Fiber optic,3,Bank transfer,0
61,107.44,6511.82,Month-to-month,DSL,1,Mailed check,0
33,77.11,2591.52,Two year,No,1,Electronic check,1
45,20.9,865.46,Two year,No,3,Credit card,0
69,45.78,3087.98,Month-to-month,DSL,3,Credit card,1
8,60.68,464.62,Month-to-month,DSL,1,Credit card,1
25,66.01,1573.26,One year,Fiber optic,5,Credit card,1
46,49.77,2373.12,Month-to-month,Fiber optic,2,Mailed check,0
30,23.29,689.7,One year,Fiber optic,2,Bank transfer,0
47,79.01,3683.46,Month-to-month,No,2,Credit card,0
49,72.42,3571.76,Month-to-month,No,3,Bank transfer,1
47,48.3,2314.3,Month-to-month,Fiber optic,2,Bank transfer,0
18,23.8,438.7,Month-to-month,DSL,3,Credit card,0
66,119.46,7880.92,Month-to-month,Fiber optic,0,Electronic check,1
68,68.2,4588.33,Month-to-month,No,0,Credit card,0
33,95.6,3186.36,Month-to-month,Fiber optic,3,Mailed check,1
36,65.23,2419.17,One year,Fiber optic,4,Electronic check,0
19,24.32,451.04,Month-to-month,DSL,3,Credit card,0
28,50.96,1384.44,One year,No,4,Bank transfer,1
40,52.01,2089.52,Month-to-month,Fiber optic,0,Bank transfer,1
15,103.84,1557.66,One year,DSL,2,Electronic check,0
41,85.42,3441.53,Two year,DSL,2,Mailed check,1
39,47.54,1829.04,Month-to-month,DSL,2,Bank transfer,1
2,116.77,322.97,Two year,No,2,Mailed check,1
63,52.15,3218.34,Month-to-month,Fiber optic,3,Bank transfer,1
29,119.82,3440.35,Month-to-month,Fiber optic,2,Electronic check,1
66,119.62,7847.24,Two year,DSL,2,Credit card,0
51,39.12,1952.16,Month-to-month,DSL,1,Bank transfer,0
10,51.27,490.47,Month-to-month,Fiber optic,3,Electronic check,1
14,68.6,982.88,Month-to-month,DSL,0,Electronic check,1
51,86.41,4472.34,One year,Fiber optic,4,Credit card,0
39,72.8,2849.55,One year,DSL,0,Credit card,1
28,116.94,3240.22,Month-to-month,DSL,2,Electronic check,1
3,92.4,354.19,Two year,Fiber optic,1,Bank transfer,1
70,41.2,2780.89,One year,No,2,Mailed check,0
27,30.51,857.44,Two year,DSL,5,Mailed check,0
2,88.84,126.34,Month-to-month,Fiber optic,2,Credit card,1
38,35.85,1359.57,One year,DSL,1,Bank transfer,0
3,98.77,324.46,Two year,Fiber optic,0,Electronic check,1
16,51.1,737.39,Month-to-month,No,3,Mailed check,1
40,52.69,2114.66,Two year,DSL,1,Mailed check,1
2,21.08,53.08,Month-to-month,DSL,0,Bank transfer,1
41,90.1,3767.26,Month-to-month,DSL,2,Electronic check,1
12,31.33,511.68,Two year,Fiber optic,1,Credit card,0
35,97.29,3327.43,Two year,Fiber optic,0,Mailed check,1
65,69.19,4568.0,Month-to-month,DSL,1,Bank transfer,0
55,98.43,5411.64,Month-to-month,DSL,0,Credit card,1
45,78.39,3487.24,One year,No,3,Bank transfer,0
62,28.24,1769.54,Two year,Fiber optic,3,Electronic check,0
49,96.57,4666.58,One year,Fiber optic,1,Bank transfer,0
25,26.98,612.37,One year,No,1,Credit card,0
23,67.87,1474.26,One year,DSL,5,Electronic check,0
24,37.23,920.94,Month-to-month,No,4,Mailed check,1
38,95.23,3635.22,Two year,No,2,Credit card,1
28,111.16,3071.74,Month-to-month,DSL,1,Bank transfer,1
21,75.41,1659.85,One year,Fiber optic,2,Mailed check,0
54,72.71,3893.45,Month-to-month,Fiber optic,2,Electronic check,1
18,96.4,1799.28,Month-to-month,No,4,Credit card,1
36,20.51,744.39,One year,DSL,3,Electronic check,0
45,111.78,4996.1,Two year,Fiber optic,1,Electronic check,0
53,39.74,2100.73,One year,No,2,Bank transfer,0
30,118.41,3489.67,One year,No,2,Bank transfer,0
60,93.63,5628.36,Month-to-month,No,0,Bank transfer,1
32,97.43,3119.13,One year,Fiber optic,4,Mailed check,0
67,85.62,5762.93,Month-to-month,No,3,Mailed check,0
67,67.17,4544.1,Month-to-month,DSL,3,Bank transfer,0
28,77.16,2166.34,Month-to-month,Fiber optic,5,Mailed check,0
44,24.64,1010.36,One year,Fiber optic,1,Credit card,0
41,82.4,3424.85,Two year,Fiber optic,2,Electronic check,0
63,82.61,5205.15,One year,DSL,2,Bank transfer,1
23,109.12,2415.06,Month-to-month,Fiber optic,2,Electronic check,0
48,70.57,3402.63,Month-to-month,DSL,2,Electronic check,1
32,27.71,906.12,Month-to-month,DSL,2,Electronic check,1
57,50.62,2867.39,Month-to-month,DSL,2,Credit card,1
33,85.56,2813.69,Month-to-month,No,0,Credit card,0
24,43.93,1024.46,One year,DSL,1,Mailed check,1
39,48.05,1894.86,Two year,No,1,Electronic check,0
34,102.05,3476.59,Month-to-month,DSL,2,Mailed check,1
56,78.43,4346.78,Month-to-month,Fiber optic,0,Electronic check,1
28,70.85,2064.78,One year,Fiber optic,0,Bank transfer,0
37,51.85,1884.98,One year,Fiber optic,1,Electronic check,0
7,93.09,516.32,Two year,No,1,Electronic check,1
68,48.77,3292.95,Month-to-month,Fiber optic,3,Credit card,1
37,93.71,3518.68,Month-to-month,Fiber optic,1,Bank transfer,1
56,27.01,1502.24,Two year,Fiber optic,0,Mailed check,0
65,106.45,6837.78,Month-to-month,Fiber optic,2,Bank transfer,1
65,69.96,4495.78,One year,Fiber optic,2,Credit card,1
47,63.85,2946.94,Month-to-month,DSL,2,Credit card,1
20,81.1,1593.28,Month-to-month,No,1,Electronic check,0
19,82.42,1552.88,One year,No,0,Credit card,1
29,33.2,987.59,Month-to-month,DSL,1,Credit card,1
60,95.62,5743.82,One year,No,3,Electronic check,0
18,47.59,865.49,Month-to-month,Fiber optic,1,Credit card,1
35,110.5,3956.33,Two year,Fiber optic,1,Credit card,0
43,101.79,4419.8,Month-to-month,DSL,2,Mailed check,1
11,54.63,639.53,Month-to-month,No,1,Electronic check,0
49,100.77,4847.26,Month-to-month,Fiber optic,0,Electronic check,1
38,55.64,2076.69,One year,DSL,0,Mailed check,0
64,30.09,1846.21,One year,Fiber optic,0,Mailed check,0
69,116.19,7978.58,Month-to-month,Fiber optic,3,Mailed check,1
8,85.26,721.82,Month-to-month,Fiber optic,1,Mailed check,0
34,65.61,2211.1,One year,Fiber optic,4,Electronic check,1
48,59.78,2922.93,One year,Fiber optic,2,Mailed check,0
56,52.47,2973.01,One year,Fiber optic,2,Mailed check,0
65,118.14,7681.93,One year,No,2,Credit card,0
31,33.47,1092.52,Month-to-month,No,1,Electronic check,0
4,51.48,274.14,Month-to-month,Fiber optic,2,Mailed check,1
50,68.55,3450.21,Month-to-month,No,1,Credit card,0
69,67.8,4689.7,Two year,No,2,Electronic check,0
30,67.14,2045.77,Month-to-month,DSL,1,Mailed check,0
59,37.58,2146.8,Month-to-month,No,2,Mailed check,1
67,34.49,2305.17,Two year,DSL,2,Credit card,1
45,45.48,2045.25,Month-to-month,DSL,2,Bank transfer,0
4,111.45,427.37,One year,Fiber optic,1,Electronic check,0
26,31.31,774.46,One year,Fiber optic,0,Credit card,1
27,95.74,2634.95,Two year,Fiber optic,2,Mailed check,1
46,95.75,4413.23,Month-to-month,Fiber optic,1,Bank transfer,1
64,100.98,6475.58,Month-to-month,DSL,4,Bank transfer,1
51,108.66,5612.97,Two year,No,4,Credit card,1
50,46.3,2305.41,Month-to-month,Fiber optic,2,Credit card,1
6,42.46,235.3,Month-to-month,No,2,Credit card,0
59,66.55,3994.55,One year,DSL,2,Electronic check,0
15,46.51,623.1,Month-to-month,Fiber optic,4,Bank transfer,1
30,93.43,2805.49,Two year,Fiber optic,5,Electronic check,1
42,83.59,3474.06,One year,Fiber optic,2,Bank transfer,0
37,107.5,3992.09,Month-to-month,DSL,2,Electronic check,1
42,28.27,1216.1,Month-to-month,Fiber optic,1,Credit card,0
35,111.51,3934.17,Month-to-month,DSL,2,Mailed check,1
6,49.33,347.32,Month-to-month,Fiber optic,0,Credit card,1
68,69.07,4684.1,One year,No,1,Electronic check,0
18,63.86,1139.99,Month-to-month,DSL,1,Credit card,0
29,96.03,2811.23,Month-to-month,Fiber optic,3,Bank transfer,1
59,62.03,3704.34,Two year,Fiber optic,0,Electronic check,0
47,114.36,5309.68,Month-to-month,DSL,3,Credit card,0
17,110.25,1890.01,Month-to-month,DSL,1,Credit card,1
22,107.22,2338.99,Two year,DSL,2,Mailed check,0
68,27.13,1848.91,Month-to-month,DSL,2,Mailed check,0
69,105.43,7256.55,Two year,DSL,1,Credit card,0
37,98.16,3595.91,One year,DSL,4,Bank transfer,0
49,30.35,1436.29,One year,DSL,2,Bank transfer,0
13,30.74,392.09,One year,No,2,Bank transfer,0
34,30.12,1041.88,Month-to-month,No,4,Credit card,1
53,21.13,1089.91,One year,Fiber optic,0,Mailed check,0
51,74.86,3877.53,One year,Fiber optic,4,Credit card,0
3,117.34,474.94,Month-to-month,DSL,3,Mailed check,1
42,63.87,2703.13,Month-to-month,Fiber optic,2,Bank transfer,1
32,74.08,2368.36,Two year,DSL,2,Mailed check,0
51,116.8,5911.03,Month-to-month,Fiber optic,2,Credit card,1
46,45.52,2112.34,Two year,No,0,Credit card,0
21,105.85,2296.65,One year,DSL,2,Credit card,0
44,74.64,3381.54,Month-to-month,Fiber optic,1,Mailed check,1
11,76.95,916.23,Month-to-month,Fiber optic,2,Bank transfer,1
68,54.32,3735.75,Month-to-month,No,1,Credit card,0
1,76.16,96.67,Month-to-month,DSL,2,Credit card,0
63,27.31,1668.36,Month-to-month,DSL,0,Mailed check,0
24,96.46,2310.16,One year,No,2,Bank transfer,0
13,48.47,619.3,One year,DSL,3,Mailed check,0
11,108.76,1191.71,One year,Fiber optic,2,Electronic check,1
51,56.79,2860.07,One year,No,4,Electronic check,0
17,34.28,620.69,Month-to-month,No,1,Credit card,1
24,89.59,2136.42,One year,DSL,4,Mailed check,0
19,36.46,674.95,Month-to-month,DSL,2,Mailed check,1
37,95.37,3492.82,Month-to-month,DSL,1,Credit card,1
8,116.81,946.1,Month-to-month,Fiber optic,1,Electronic check,1
28,97.96,2817.59,Month-to-month,Fiber optic,2,Bank transfer,1
5,22.24,110.71,Month-to-month,No,1,Bank transfer,0
17,79.99,1373.89,Month-to-month,Fiber optic,2,Electronic check,1
36,89.54,3320.24,Month-to-month,Fiber optic,1,Credit card,1
19,102.55,2008.54,Two year,Fiber optic,2,Credit card,0
64,25.6,1667.8,Month-to-month,DSL,1,Bank transfer,1
11,68.01,775.4,One year,DSL,2,Bank transfer,0
54,73.54,3940.85,Month-to-month,DSL,3,Electronic check,1
45,36.91,1626.02,Month-to-month,No,3,Electronic check,1
47,52.24,2462.58,Month-to-month,Fiber optic,1,Mailed check,1
12,64.02,776.6,Month-to-month,DSL,1,Electronic check,1
21,103.32,2127.25,One year,Fiber optic,4,Electronic check,1
11,112.94,1277.51,Month-to-month,DSL,5,Bank transfer,1
5,82.84,400.35,Month-to-month,DSL,0,Bank transfer,1
56,59.49,3388.06,Month-to-month,No,0,Mailed check,1
20,45.4,905.29,Month-to-month,No,2,Bank transfer,1
41,118.21,4839.56,One year,DSL,0,Bank transfer,0
46,118.3,5395.02,Month-to-month,Fiber optic,1,Bank transfer,1
12,112.5,1308.58,Month-to-month,Fiber optic,2,Electronic check,1
70,98.57,6965.57,Month-to-month,DSL,4,Bank transfer,0
17,52.58,907.27,Month-to-month,Fiber optic,4,Credit card,1
19,101.7,1951.77,Month-to-month,DSL,1,Electronic check,0
26,60.88,1662.89,Month-to-month,DSL,0,Bank transfer,1
48,52.68,2462.63,Month-to-month,DSL,1,Electronic check,1
52,94.49,4946.86,One year,DSL,0,Bank transfer,0
70,27.97,1878.18,One year,DSL,2,Mailed check,0
55,24.86,1345.21,Month-to-month,DSL,3,Mailed check,0
33,64.8,2080.99,Month-to-month,Fiber optic,2,Mailed check,0
62,64.56,4045.89,Month-to-month,Fiber optic,4,Bank transfer,1
23,109.56,2425.5,One year,DSL,0,Mailed check,0
15,32.62,477.73,Month-to-month,DSL,4,Electronic check,1
27,32.33,814.93,Two year,DSL,1,Mailed check,0
64,34.75,2180.96,Month-to-month,No,1,Mailed check,1
51,22.97,1136.62,Month-to-month,DSL,2,Mailed check,1
53,27.17,1506.13,One year,No,3,Mailed check,0
51,85.99,4368.57,Month-to-month,Fiber optic,3,Electronic check,1
47,63.16,3054.81,Month-to-month,No,0,Credit card,0
4,96.36,482.27,Month-to-month,Fiber optic,2,Mailed check,1
7,119.26,940.5,Month-to-month,DSL,3,Bank transfer,1
35,85.9,3003.68,One year,Fiber optic,1,Credit card,1
48,25.05,1212.7,One year,Fiber optic,1,Mailed check,0
45,30.46,1389.43,Month-to-month,Fiber optic,2,Credit card,1
19,108.1,2035.53,Month-to-month,Fiber optic,0,Bank transfer,1
63,72.75,4604.44,Month-to-month,DSL,1,Bank transfer,0
38,102.48,3847.62,One year,Fiber optic,1,Mailed check,0
67,105.66,6985.53,Month-to-month,No,2,Mailed check,1
59,112.77,6688.99,Month-to-month,No,3,Bank transfer,0
69,114.98,7916.33,Month-to-month,Fiber optic,5,Electronic check,1
13,75.48,932.44,Month-to-month,DSL,4,Credit card,0
47,54.1,2500.28,One year,DSL,1,Electronic check,1
61,116.19,7163.13,One year,No,0,Mailed check,0
31,74.74,2340.17,Month-to-month,No,3,Electronic check,1
22,26.43,505.24,One year,No,0,Electronic check,0
43,84.28,3564.59,Month-to-month,Fiber optic,3,Credit card,1
67,78.77,5262.89,Month-to-month,No,0,Mailed check,1
54,109.58,5941.1,Month-to-month,No,2,Credit card,0
10,85.32,813.46,Month-to-month,Fiber optic,3,Bank transfer,1
42,54.91,2297.37,One year,Fiber optic,2,Credit card,1
64,116.62,7469.57,Two year,DSL,3,Credit card,1
21,100.16,2110.16,Month-to-month,Fiber optic,2,Bank transfer,1
66,83.04,5361.0,Month-to-month,No,0,Electronic check,0
41,49.29,2032.08,Month-to-month,DSL,1,Credit card,0
24,57.35,1289.85,One year,Fiber optic,2,Bank transfer,1
35,87.0,3030.57,One year,DSL,1,Mailed check,0
56,27.2,1498.02,Month-to-month,No,0,Electronic check,1
30,45.67,1316.11,One year,Fiber optic,0,Bank transfer,0
57,91.39,5251.39,One year,No,0,Electronic check,0
47,68.0,3139.89,Month-to-month,Fiber optic,3,Bank transfer,1
35,60.24,2082.23,Month-to-month,Fiber optic,3,Credit card,0
19,35.15,711.71,One year,DSL,4,Electronic check,1
8,64.18,485.9,Month-to-month,Fiber optic,2,Credit card,1
26,97.07,2485.87,Month-to-month,Fiber optic,3,Bank transfer,1
71,46.4,3281.08,Month-to-month,Fiber optic,0,Credit card,0
30,20.54,643.22,Month-to-month,DSL,2,Credit card,0
7,86.85,680.27,One year,No,3,Bank transfer,1
67,117.26,7809.79,Month-to-month,Fiber optic,0,Credit card,0
65,80.68,5201.62,Month-to-month,No,3,Credit card,1
36,31.99,1137.9,Month-to-month,Fiber optic,5,Credit card,0
25,52.07,1313.34,One year,DSL,4,Mailed check,1
37,106.76,3911.76,Month-to-month,Fiber optic,2,Mailed check,1
1,43.26,77.68,Month-to-month,No,3,Mailed check,1
15,80.77,1165.68,Month-to-month,Fiber optic,0,Electronic check,1
37,60.27,2134.84,One year,Fiber optic,1,Credit card,0
13,40.78,556.79,Two year,No,1,Credit card,0
8,101.34,843.1,Two year,DSL,1,Credit card,0
5,94.28,523.65,Month-to-month,DSL,3,Electronic check,0
60,86.16,5069.95,One year,Fiber optic,1,Electronic check,1
1,43.63,10.35,Month-to-month,DSL,3,Bank transfer,0
36,29.79,1059.73,One year,Fiber optic,1,Credit card,1
35,77.62,2804.41,Month-to-month,Fiber optic,1,Bank transfer,1
66,75.37,4966.31,One year,Fiber optic,1,Bank transfer,0
63,38.84,2379.5,Month-to-month,DSL,0,Electronic check,0
23,25.62,604.2,Two year,Fiber optic,1,Mailed check,1
9,28.07,318.11,One year,Fiber optic,2,Electronic check,1
34,119.28,4110.25,Month-to-month,Fiber optic,3,Electronic check,1
46,98.36,4552.58,Two year,No,3,Mailed check,0
4,112.2,461.93,Month-to-month,DSL,5,Mailed check,1
30,39.51,1071.78,Two year,Fiber optic,1,Electronic check,0
3,116.06,349.45,One year,Fiber optic,3,Credit card,1
14,34.27,488.62,Two year,Fiber optic,0,Bank transfer,0
60,70.91,4246.5,Month-to-month,Fiber optic,0,Credit card,0
45,102.97,4668.99,Month-to-month,DSL,5,Bank transfer,1
34,54.98,1860.53,One year,DSL,4,Credit card,0
45,62.48,2793.3,Two year,Fiber optic,1,Mailed check,1
61,32.82,2053.88,Month-to-month,Fiber optic,1,Credit card,0
16,32.29,496.0,Month-to-month,DSL,2,Electronic check,0
66,81.96,5412.38,Month-to-month,Fiber optic,1,Bank transfer,1
40,87.55,3547.01,Two year,No,2,Bank transfer,0
17,97.73,1610.93,One year,DSL,4,Credit card,1
34,75.67,2516.76,Month-to-month,No,0,Mailed check,1
16,84.58,1421.11,Month-to-month,DSL,2,Electronic check,1
60,21.35,1251.47,Month-to-month,Fiber optic,2,Mailed check,1
66,36.22,2424.95,Month-to-month,Fiber optic,2,Electronic check,0
66,118.49,7731.67,One year,DSL,2,Electronic check,0
13,27.6,233.64,Month-to-month,No,8,Electronic check,1
56,87.88,4939.43,One year,Fiber optic,1,Credit card,0
31,37.61,1159.48,Two year,DSL,4,Electronic check,1
34,91.67,3135.52,Month-to-month,Fiber optic,1,Electronic check,1
39,90.6,3627.1,Month-to-month,Fiber optic,5,Electronic check,1
67,43.42,2847.27,One year,No,1,Bank transfer,0
8,46.96,377.62,Month-to-month,Fiber optic,3,Bank transfer,1
55,85.48,4775.11,Two year,DSL,1,Credit card,0
27,59.01,1538.58,Month-to-month,DSL,1,Credit card,1
53,39.45,2061.87,One year,Fiber optic,2,Bank transfer,0
39,93.17,3545.19,Month-to-month,Fiber optic,1,Bank transfer,1
65,35.41,2413.85,Month-to-month,No,3,Electronic check,0
17,105.56,1684.37,Month-to-month,Fiber optic,1,Bank transfer,1
30,71.47,2183.94,Two year,No,3,Credit card,0
53,30.57,1554.22,Two year,No,1,Credit card,0
13,89.41,1109.75,Month-to-month,Fiber optic,1,Electronic check,1
21,71.92,1563.44,Month-to-month,DSL,3,Mailed check,0
19,49.81,909.18,Month-to-month,DSL,1,Mailed check,1
53,62.25,3332.05,Month-to-month,DSL,1,Bank transfer,0
19,49.83,1015.84,One year,Fiber optic,5,Electronic check,1
57,46.3,2649.28,Month-to-month,DSL,1,Bank transfer,1
25,36.36,953.49,One year,DSL,1,Electronic check,1
31,56.28,1748.61,One year,DSL,2,Bank transfer,1
55,45.1,2486.78,Month-to-month,DSL,5,Credit card,1
23,88.34,2000.15,One year,DSL,3,Credit card,0
32,88.39,2924.85,Month-to-month,DSL,5,Mailed check,1
62,70.18,4388.55,Month-to-month,Fiber optic,2,Mailed check,1
10,97.79,1004.03,One year,DSL,4,Bank transfer,0
54,104.13,5661.75,Month-to-month,No,1,Credit card,1
52,77.98,4020.92,Month-to-month,DSL,2,Bank transfer,1
20,81.89,1684.42,Two year,No,3,Credit card,1
32,48.29,1623.03,One year,Fiber optic,1,Electronic check,0
14,109.49,1463.78,Month-to-month,Fiber optic,5,Credit card,1
50,22.42,1148.11,One year,Fiber optic,0,Mailed check,0
28,54.86,1539.23,Month-to-month,DSL,4,Credit card,1
53,92.18,4859.58,Two year,DSL,2,Bank transfer,1
